applicant_id,age,gender,marital_status,education,dependents,employment_status,years_employed,annual_income,credit_score,existing_loans,credit_history_years,loan_amount,loan_term,loan_purpose,interest_rate,property_area,has_cosigner,debt_to_income,total_debt,emi,loan_status
APP102418,42,Female,Single,Master,0,Salaried,8,73097,711,0,4,202027,120,Business,8.22,Semiurban,Yes,0.276,202027,1683.56,1
APP102419,22,Female,Married,High School,0,Self-Employed,5,49328,689,1,8,137816,12,Auto,8.72,Semiurban,No,2.794,162816,11484.67,0
APP102420,50,Male,Single,High School,0,Salaried,6,58834,798,0,3,213159,60,Home,6.39,Rural,No,0.725,213159,3552.65,0
APP102421,52,Male,Married,High School,0,Salaried,4,42101,755,0,6,204681,12,Home,6.1,Semiurban,No,4.862,204681,17056.75,0
APP102422,35,Male,Single,Bachelor,0,Salaried,1,56816,779,2,4,31100,36,Auto,7.57,Semiurban,Yes,0.182,81100,863.89,1
APP102423,37,Male,Married,Bachelor,0,Salaried,11,85461,517,1,12,156741,24,Personal,11.23,Urban,No,0.917,181741,6530.88,1
APP102424,21,Male,Single,High School,0,Business,5,78767,806,1,10,263024,60,Home,5.54,Rural,No,0.668,288024,4383.73,1
APP102425,44,Female,Married,High School,0,Salaried,11,29127,701,0,9,187905,24,Medical,8.36,Urban,Yes,3.226,187905,7829.38,0
APP102426,44,Male,Single,Bachelor,4,Unemployed,0,15000,712,3,13,5000,36,Personal,10.26,Semiurban,No,0.111,80000,138.89,1
APP102427,37,Female,Divorced,High School,0,Business,4,41377,751,1,9,64348,24,Auto,6.41,Rural,Yes,0.778,89348,2681.17,1
APP102428,51,Male,Married,Master,0,Salaried,6,76400,681,0,8,229661,24,Auto,6.75,Urban,No,1.503,229661,9569.21,0
APP102429,33,Female,Married,Master,2,Salaried,7,37503,594,0,7,105426,24,Education,10.41,Urban,No,1.406,105426,4392.75,0
APP102430,44,Female,Single,Bachelor,3,Salaried,12,62268,795,0,4,239707,60,Business,6.78,Urban,Yes,0.77,239707,3995.12,1
APP102431,25,Male,Married,High School,1,Salaried,5,39739,618,0,4,313688,240,Home,9.21,Urban,No,0.395,313688,1307.03,0
APP102432,37,Male,Married,Bachelor,3,Self-Employed,12,15000,601,3,8,130964,36,Auto,9.39,Semiurban,No,2.91,205964,3637.89,0
APP102433,35,Male,Single,Master,0,Salaried,10,32299,661,0,13,100572,60,Home,7.51,Urban,No,0.623,100572,1676.2,1
APP102434,40,Male,Married,Bachelor,0,Unemployed,0,15000,649,0,10,69507,120,Medical,9.36,Urban,No,0.463,69507,579.22,0
APP102435,33,Male,Married,Master,0,Salaried,2,66823,680,0,10,210659,36,Home,10.34,Rural,No,1.051,210659,5851.64,0
APP102436,36,Male,Married,Bachelor,1,Salaried,12,86850,672,0,2,101785,36,Business,10.27,Urban,No,0.391,101785,2827.36,1
APP102437,47,Male,Married,Bachelor,1,Salaried,2,15000,787,0,10,117821,240,Auto,6.56,Urban,No,0.393,117821,490.92,1
APP102438,32,Female,Married,High School,2,Salaried,7,18859,716,0,6,61314,120,Business,7.26,Urban,Yes,0.325,61314,510.95,1
APP102439,21,Male,Divorced,Bachelor,0,Business,7,83859,611,0,8,115394,24,Medical,10.16,Urban,No,0.688,115394,4808.08,1
APP102440,58,Female,Married,High School,2,Self-Employed,6,28061,622,1,10,93462,60,Auto,9.24,Urban,No,0.666,118462,1557.7,1
APP102441,54,Male,Married,Master,0,Salaried,5,43268,648,0,2,5000,60,Home,8.4,Rural,Yes,0.023,5000,83.33,1
APP102442,22,Female,Married,Master,1,Business,3,143402,649,3,8,82905,60,Business,9.18,Urban,No,0.116,157905,1381.75,1
APP102443,46,Male,Married,Master,1,Business,0,92873,638,1,9,209695,120,Personal,10.52,Urban,No,0.226,234695,1747.46,1
APP102444,31,Male,Divorced,Bachelor,2,Business,16,34247,591,1,12,257919,60,Business,9.99,Semiurban,No,1.506,282919,4298.65,0
APP102445,41,Female,Single,High School,0,Business,5,15000,703,3,5,141466,60,Business,7.74,Urban,Yes,1.886,216466,2357.77,0
APP102446,41,Male,Married,High School,2,Self-Employed,7,96776,643,1,7,152695,120,Education,8.88,Urban,No,0.158,177695,1272.46,1
APP102447,35,Female,Single,Bachelor,2,Salaried,7,88207,603,1,8,172878,36,Auto,10.73,Urban,No,0.653,197878,4802.17,0
APP102448,28,Male,Single,Master,0,Salaried,14,63321,718,0,5,307008,60,Business,8.49,Urban,No,0.97,307008,5116.8,0
APP102449,29,Male,Single,Bachelor,4,Salaried,19,62196,747,1,5,69211,60,Home,5.98,Urban,Yes,0.223,94211,1153.52,1
APP102450,27,Male,Married,High School,2,Self-Employed,8,40140,660,0,5,49028,120,Auto,8.62,Semiurban,No,0.122,49028,408.57,1
APP102451,28,Female,Single,PhD,1,Business,7,174627,822,1,7,145872,240,Education,6.67,Semiurban,No,0.042,170872,607.8,1
APP102452,37,Male,Married,PhD,0,Self-Employed,1,74197,850,0,16,181536,60,Personal,4.67,Semiurban,Yes,0.489,181536,3025.6,1
APP102453,29,Female,Married,Bachelor,1,Unemployed,0,15000,719,1,7,147330,36,Personal,9.01,Rural,No,3.274,172330,4092.5,0
APP102454,46,Female,Single,Bachelor,0,Salaried,0,71385,642,2,10,40836,60,Home,9.85,Semiurban,No,0.114,90836,680.6,1
APP102455,55,Male,Single,Master,1,Self-Employed,3,150300,701,0,8,220784,60,Education,9.74,Rural,Yes,0.294,220784,3679.73,1
APP102456,31,Male,Married,Bachelor,1,Self-Employed,0,94242,582,0,6,138948,60,Business,10.05,Urban,No,0.295,138948,2315.8,1
APP102457,40,Female,Married,PhD,2,Self-Employed,14,174427,610,1,7,194350,36,Education,10.5,Rural,No,0.371,219350,5398.61,1
APP102458,43,Male,Married,High School,0,Self-Employed,10,43839,545,3,11,274223,36,Home,11.83,Urban,No,2.085,349223,7617.31,0
APP102459,43,Male,Married,Bachelor,2,Salaried,6,44424,629,1,7,32936,36,Home,10.5,Urban,No,0.247,57936,914.89,1
APP102460,38,Male,Divorced,Bachelor,0,Salaried,14,15000,581,0,7,12531,12,Auto,10.73,Urban,No,0.835,12531,1044.25,0
APP102461,46,Male,Married,Master,1,Unemployed,0,15000,729,3,6,195245,60,Business,8.53,Semiurban,No,2.603,270245,3254.08,0
APP102462,43,Male,Divorced,Master,2,Salaried,3,90319,620,0,3,5000,120,Home,8.97,Rural,Yes,0.006,5000,41.67,1
APP102463,23,Male,Married,PhD,1,Salaried,0,83999,702,4,13,118009,120,Education,7.9,Semiurban,Yes,0.14,218009,983.41,1
APP102464,48,Female,Married,Bachelor,0,Salaried,12,40582,739,0,5,104296,60,Home,5.73,Urban,No,0.514,104296,1738.27,1
APP102465,48,Male,Single,Master,1,Salaried,3,118410,773,4,15,178788,60,Auto,6.27,Urban,No,0.302,278788,2979.8,1
APP102466,28,Male,Divorced,Bachelor,0,Business,8,113692,651,0,9,96711,60,Auto,8.13,Urban,No,0.17,96711,1611.85,1
APP102467,38,Female,Married,Bachelor,1,Self-Employed,14,111384,704,1,15,189357,24,Auto,8.25,Urban,No,0.85,214357,7889.88,1
APP102468,46,Female,Married,High School,0,Unemployed,0,15000,707,1,7,64640,12,Business,8.85,Urban,No,4.309,89640,5386.67,0
APP102469,35,Female,Single,Master,2,Salaried,7,54982,781,1,4,50633,60,Home,6.94,Rural,Yes,0.184,75633,843.88,1
APP102470,50,Male,Married,PhD,1,Self-Employed,10,172952,742,2,13,151542,36,Home,7.94,Urban,Yes,0.292,201542,4209.5,1
APP102471,66,Female,Single,High School,0,Business,2,61757,784,1,5,158422,60,Education,6.42,Semiurban,No,0.513,183422,2640.37,1
APP102472,28,Male,Single,High School,0,Unemployed,0,15000,546,0,14,173616,60,Personal,10.94,Semiurban,Yes,2.315,173616,2893.6,0
APP102473,21,Male,Single,Master,0,Unemployed,0,15000,626,0,10,268366,120,Education,8.31,Rural,No,1.789,268366,2236.38,0
APP102474,41,Male,Married,Bachelor,1,Self-Employed,8,71667,762,1,15,252448,60,Medical,4.84,Semiurban,No,0.705,277448,4207.47,1
APP102475,46,Male,Single,PhD,1,Salaried,5,136118,726,1,3,186129,120,Personal,5.97,Urban,No,0.137,211129,1551.08,1
APP102476,35,Female,Single,High School,1,Salaried,15,39191,669,0,12,214751,60,Medical,7.96,Semiurban,Yes,1.096,214751,3579.18,1
APP102477,55,Male,Single,High School,2,Business,9,83751,642,0,4,170971,240,Personal,10.07,Urban,No,0.102,170971,712.38,1
APP102478,21,Female,Married,Bachelor,0,Business,12,107526,743,1,0,244360,120,Business,5.91,Urban,No,0.227,269360,2036.33,1
APP102479,46,Female,Single,High School,3,Self-Employed,10,31954,521,1,12,179110,24,Medical,10.76,Semiurban,No,2.803,204110,7462.92,0
APP102480,30,Male,Single,High School,0,Salaried,6,26615,743,2,7,105820,240,Auto,6.67,Rural,No,0.199,155820,440.92,1
APP102481,58,Male,Married,High School,0,Self-Employed,13,40944,687,0,12,89802,36,Auto,9.55,Rural,No,0.731,89802,2494.5,1
APP102482,61,Male,Married,High School,2,Salaried,10,18605,640,3,8,242078,60,Personal,9.16,Semiurban,No,2.602,317078,4034.63,0
APP102483,28,Male,Single,High School,2,Salaried,2,33002,720,3,8,135353,120,Home,7.73,Semiurban,No,0.41,210353,1127.94,0
APP102484,31,Male,Single,PhD,1,Salaried,2,156537,649,0,15,303343,24,Personal,9.43,Semiurban,No,0.969,303343,12639.29,1
APP102485,48,Female,Single,High School,2,Unemployed,0,15000,682,1,8,61644,120,Auto,9.75,Rural,No,0.411,86644,513.7,0
APP102486,33,Male,Divorced,Bachelor,3,Salaried,13,40838,676,1,5,250115,240,Home,8.56,Urban,No,0.306,275115,1042.15,1
APP102487,37,Male,Married,Master,2,Self-Employed,17,168314,739,1,7,115881,120,Medical,5.45,Urban,Yes,0.069,140881,965.68,1
APP102488,38,Female,Married,Bachelor,0,Salaried,0,36734,692,1,8,182581,120,Auto,8.29,Urban,No,0.497,207581,1521.51,1
APP102489,21,Male,Single,Bachelor,2,Self-Employed,8,43143,527,1,0,45861,36,Business,12.9,Urban,No,0.354,70861,1273.92,0
APP102490,37,Female,Married,Bachelor,2,Self-Employed,10,108884,568,0,10,5000,36,Home,11.28,Rural,Yes,0.015,5000,138.89,1
APP102491,29,Male,Single,Master,2,Unemployed,0,15000,593,0,14,268398,60,Personal,10.36,Urban,No,3.579,268398,4473.3,0
APP102492,32,Male,Single,Master,2,Salaried,14,73773,716,0,7,114905,24,Business,8.03,Urban,No,0.779,114905,4787.71,1
APP102493,55,Male,Married,Bachelor,4,Salaried,11,80797,724,1,5,228829,120,Home,5.68,Rural,No,0.283,253829,1906.91,1
APP102494,22,Male,Married,Master,1,Business,2,131654,813,0,9,97484,24,Home,3.76,Semiurban,No,0.37,97484,4061.83,1
APP102495,47,Male,Single,Bachelor,0,Salaried,1,30345,598,2,16,228938,60,Education,10.93,Semiurban,No,1.509,278938,3815.63,0
APP102496,34,Female,Married,High School,1,Salaried,9,15000,784,0,10,115710,24,Personal,7.61,Urban,No,3.857,115710,4821.25,0
APP102497,34,Male,Divorced,Master,0,Salaried,13,59561,524,0,9,53161,24,Education,10.89,Semiurban,Yes,0.446,53161,2215.04,1
APP102498,47,Female,Married,Bachelor,0,Self-Employed,8,104547,681,2,6,201718,60,Auto,8.57,Urban,Yes,0.386,251718,3361.97,1
APP102499,42,Male,Married,Master,1,Salaried,0,64074,699,0,2,225568,60,Personal,8.64,Semiurban,No,0.704,225568,3759.47,0
APP102500,44,Male,Divorced,High School,0,Salaried,1,50051,699,0,8,201234,36,Personal,9.68,Urban,Yes,1.34,201234,5589.83,0
APP102501,49,Male,Married,High School,2,Business,12,67842,655,4,8,138419,24,Business,8.82,Semiurban,Yes,1.02,238419,5767.46,0
APP102502,34,Female,Married,PhD,2,Salaried,5,28259,689,1,0,10091,60,Business,8.96,Urban,Yes,0.071,35091,168.18,1
APP102503,30,Male,Married,High School,1,Salaried,8,34888,581,0,4,64484,120,Home,12.37,Semiurban,Yes,0.185,64484,537.37,1
APP102504,24,Male,Single,PhD,3,Salaried,14,110355,749,0,13,93839,24,Auto,6.74,Rural,No,0.425,93839,3909.96,1
APP102505,28,Female,Married,PhD,0,Self-Employed,0,77416,699,2,6,129339,60,Personal,8.08,Semiurban,Yes,0.334,179339,2155.65,1
APP102506,70,Male,Single,Master,2,Salaried,5,66217,708,1,0,240463,36,Auto,6.73,Urban,No,1.21,265463,6679.53,0
APP102507,52,Female,Single,Bachelor,2,Business,4,104690,657,0,16,140610,120,Auto,7.8,Rural,Yes,0.134,140610,1171.75,1
APP102508,21,Male,Married,Bachelor,0,Self-Employed,10,74178,653,2,3,5000,12,Education,9.82,Urban,Yes,0.067,55000,416.67,1
APP102509,22,Female,Single,Master,0,Salaried,12,112024,721,0,5,5000,12,Auto,8.77,Urban,No,0.045,5000,416.67,1
APP102510,43,Female,Married,Master,0,Unemployed,0,15000,807,4,13,94419,24,Medical,7.02,Urban,No,3.147,194419,3934.12,0
APP102511,44,Female,Married,Bachelor,2,Salaried,7,36103,568,0,4,108934,60,Home,9.61,Urban,No,0.603,108934,1815.57,0
APP102512,44,Male,Married,PhD,2,Salaried,13,76898,564,1,0,178451,120,Business,10.51,Urban,Yes,0.232,203451,1487.09,1
APP102513,34,Male,Single,Bachelor,0,Self-Employed,0,72608,701,0,9,33800,120,Business,8.46,Urban,No,0.047,33800,281.67,1
APP102514,36,Female,Single,PhD,1,Self-Employed,7,179443,653,0,11,39386,60,Medical,6.66,Rural,No,0.044,39386,656.43,1
APP102515,41,Male,Married,High School,0,Salaried,0,33713,689,0,5,186287,12,Auto,8.68,Urban,No,5.526,186287,15523.92,0
APP102516,39,Male,Divorced,High School,1,Salaried,4,15000,678,0,7,256736,24,Home,10.32,Urban,No,8.558,256736,10697.33,0
APP102517,21,Female,Single,Bachelor,4,Salaried,0,71014,729,0,2,5000,120,Education,8.56,Semiurban,No,0.007,5000,41.67,1
APP102518,35,Male,Single,High School,0,Salaried,16,28777,657,0,3,88484,60,Business,6.45,Semiurban,No,0.615,88484,1474.73,1
APP102519,27,Male,Married,Master,3,Self-Employed,5,43473,583,3,6,238899,36,Home,10.74,Rural,No,1.832,313899,6636.08,0
APP102520,40,Male,Single,High School,2,Self-Employed,3,50794,616,0,11,224646,60,Home,9.9,Rural,No,0.885,224646,3744.1,0
APP102521,70,Male,Married,PhD,4,Salaried,9,134914,667,1,8,75944,24,Home,8.93,Semiurban,No,0.281,100944,3164.33,1
APP102522,42,Male,Married,High School,0,Salaried,1,31957,579,1,13,242790,120,Home,10.53,Semiurban,No,0.76,267790,2023.25,1
APP102523,34,Female,Married,Bachelor,0,Salaried,1,72414,677,1,16,153592,60,Business,8.13,Urban,No,0.424,178592,2559.87,1
APP102524,49,Male,Single,High School,0,Salaried,17,53933,684,2,12,202804,36,Education,5.99,Urban,No,1.253,252804,5633.44,0
APP102525,43,Female,Single,Bachelor,2,Salaried,18,79794,651,2,0,93677,36,Education,9.29,Urban,No,0.391,143677,2602.14,1
APP102526,43,Female,Single,High School,1,Salaried,4,29185,696,3,6,173393,120,Home,8.71,Semiurban,No,0.594,248393,1444.94,0
APP102527,45,Male,Married,High School,0,Salaried,14,22381,550,2,12,56735,36,Personal,10.44,Urban,No,0.845,106735,1575.97,1
APP102528,62,Male,Married,Bachelor,2,Salaried,10,35381,603,2,7,106212,24,Medical,11.2,Urban,No,1.501,156212,4425.5,0
APP102529,24,Female,Married,High School,0,Business,0,83763,588,1,0,126249,24,Auto,8.6,Urban,No,0.754,151249,5260.38,0
APP102530,43,Male,Married,High School,0,Salaried,2,53679,750,1,5,161210,12,Home,5.27,Semiurban,No,3.003,186210,13434.17,0
APP102531,26,Male,Single,Master,1,Unemployed,0,15000,850,1,0,342522,60,Business,5.08,Urban,No,4.567,367522,5708.7,0
APP102532,44,Female,Married,High School,0,Business,0,118981,609,0,6,354788,60,Education,9.14,Semiurban,No,0.596,354788,5913.13,0
APP102533,26,Male,Married,Bachelor,0,Unemployed,0,15000,661,0,4,118967,120,Business,9.75,Rural,Yes,0.793,118967,991.39,0
APP102534,32,Female,Married,High School,1,Business,4,89235,624,0,6,268367,60,Business,9.09,Urban,No,0.601,268367,4472.78,1
APP102535,34,Male,Single,High School,3,Self-Employed,17,82312,697,0,13,61267,60,Home,9.42,Semiurban,No,0.149,61267,1021.12,1
APP102536,49,Female,Married,Bachelor,2,Self-Employed,6,75292,631,1,1,181942,120,Auto,8.66,Urban,No,0.242,206942,1516.18,1
APP102537,49,Male,Married,High School,1,Salaried,12,28529,702,0,4,95147,120,Home,8.1,Semiurban,No,0.334,95147,792.89,1
APP102538,23,Female,Married,Master,2,Self-Employed,16,64432,733,1,2,113922,60,Personal,5.36,Urban,Yes,0.354,138922,1898.7,1
APP102539,38,Male,Single,Master,1,Self-Employed,16,83378,582,3,13,362860,12,Medical,10.31,Rural,No,4.352,437860,30238.33,0
APP102540,29,Male,Married,High School,0,Salaried,4,60915,701,0,13,119041,36,Personal,8.05,Rural,Yes,0.651,119041,3306.69,1
APP102541,22,Male,Single,PhD,2,Self-Employed,2,57605,536,0,9,98012,36,Home,12.49,Urban,No,0.567,98012,2722.56,1
APP102542,35,Male,Married,High School,2,Salaried,7,15000,659,0,9,69974,240,Education,7.31,Urban,No,0.233,69974,291.56,1
APP102543,34,Male,Divorced,High School,1,Salaried,0,48335,654,2,1,88458,36,Business,8.64,Semiurban,No,0.61,138458,2457.17,0
APP102544,67,Male,Married,High School,1,Salaried,9,52178,661,3,8,36257,60,Home,10.23,Semiurban,No,0.139,111257,604.28,1
APP102545,43,Male,Married,Bachelor,2,Self-Employed,3,131039,655,2,2,167828,120,Business,10.49,Rural,No,0.128,217828,1398.57,1
APP102546,21,Male,Married,Bachelor,1,Business,14,38163,640,0,8,166389,60,Education,8.37,Rural,Yes,0.872,166389,2773.15,1
APP102547,31,Male,Single,High School,3,Business,4,59461,658,0,6,177017,12,Personal,8.15,Rural,No,2.977,177017,14751.42,0
APP102548,50,Female,Single,Master,0,Business,0,173639,699,4,5,149085,12,Home,6.32,Semiurban,No,0.859,249085,12423.75,0
APP102549,63,Female,Divorced,Bachelor,3,Salaried,16,63021,701,0,8,104609,120,Education,5.86,Urban,No,0.166,104609,871.74,1
APP102550,21,Female,Married,High School,0,Unemployed,0,15000,689,0,11,97452,60,Personal,7.83,Rural,No,1.299,97452,1624.2,0
APP102551,21,Female,Single,Bachelor,0,Salaried,8,79747,634,0,16,162720,60,Business,8.67,Semiurban,Yes,0.408,162720,2712.0,1
APP102552,60,Male,Single,PhD,1,Business,14,108036,766,3,10,145878,24,Auto,8.74,Urban,Yes,0.675,220878,6078.25,1
APP102553,42,Male,Married,High School,1,Salaried,13,56899,802,0,19,99138,12,Home,6.31,Urban,No,1.742,99138,8261.5,0
APP102554,27,Male,Married,High School,2,Salaried,3,20062,576,3,9,127072,24,Personal,10.27,Urban,No,3.167,202072,5294.67,0
APP102555,44,Female,Married,Bachelor,1,Self-Employed,5,26417,693,0,16,273155,60,Home,8.8,Urban,No,2.068,273155,4552.58,0
APP102556,21,Female,Single,Bachelor,2,Self-Employed,1,63792,642,2,10,307613,60,Personal,10.19,Semiurban,No,0.964,357613,5126.88,0
APP102557,38,Male,Divorced,Bachelor,0,Salaried,0,15000,754,0,9,132381,120,Auto,8.13,Semiurban,No,0.883,132381,1103.18,0
APP102558,41,Male,Married,High School,0,Self-Employed,11,52178,678,0,7,91297,240,Medical,8.7,Urban,No,0.087,91297,380.4,1
APP102559,49,Male,Married,Bachelor,1,Salaried,10,16685,684,1,9,146552,60,Education,8.3,Rural,Yes,1.757,171552,2442.53,0
APP102560,25,Male,Married,Bachelor,1,Salaried,12,67060,719,0,10,240870,120,Personal,7.78,Semiurban,No,0.359,240870,2007.25,1
APP102561,39,Male,Single,Bachelor,2,Self-Employed,15,77563,656,1,0,146506,120,Auto,8.82,Urban,No,0.189,171506,1220.88,1
APP102562,26,Male,Divorced,High School,1,Salaried,12,40810,814,4,11,178407,60,Medical,5.19,Urban,Yes,0.874,278407,2973.45,0
APP102563,41,Female,Single,Bachelor,4,Self-Employed,13,85092,720,0,0,97397,36,Home,8.64,Semiurban,Yes,0.382,97397,2705.47,0
APP102564,27,Male,Single,High School,2,Salaried,0,45573,754,0,11,56664,36,Auto,6.73,Semiurban,No,0.414,56664,1574.0,1
APP102565,33,Female,Married,Bachelor,3,Salaried,6,52674,662,1,10,210924,36,Medical,7.75,Urban,Yes,1.335,235924,5859.0,0
APP102566,26,Female,Married,Master,0,Salaried,13,137507,670,2,15,165587,120,Home,8.62,Urban,No,0.12,215587,1379.89,1
APP102567,45,Female,Married,Bachelor,0,Salaried,0,69832,744,2,3,202466,120,Business,7.84,Urban,No,0.29,252466,1687.22,1
APP102568,48,Male,Married,High School,0,Salaried,8,55508,736,1,3,13136,24,Auto,5.82,Rural,No,0.118,38136,547.33,1
APP102569,35,Female,Married,Bachelor,0,Self-Employed,11,104192,580,1,13,296611,36,Education,10.13,Urban,No,0.949,321611,8239.19,1
APP102570,38,Female,Divorced,Master,1,Unemployed,0,15000,690,0,2,170182,60,Education,7.4,Urban,No,2.269,170182,2836.37,0
APP102571,21,Female,Single,Master,1,Business,10,217563,717,0,2,5421,36,Home,9.84,Semiurban,No,0.008,5421,150.58,1
APP102572,34,Male,Married,Bachelor,1,Self-Employed,11,76980,669,1,9,228952,24,Home,8.71,Urban,No,1.487,253952,9539.67,0
APP102573,37,Female,Single,High School,2,Salaried,9,41878,710,2,7,120128,60,Home,9.35,Semiurban,No,0.574,170128,2002.13,1
APP102574,69,Female,Married,Bachelor,4,Salaried,0,43760,672,0,8,152440,12,Auto,8.8,Semiurban,No,3.484,152440,12703.33,0
APP102575,24,Female,Single,Bachelor,3,Salaried,11,53593,500,1,10,111782,36,Home,12.33,Urban,No,0.695,136782,3105.06,0
APP102576,55,Female,Married,PhD,0,Salaried,9,66751,575,0,10,142168,120,Education,10.44,Urban,No,0.213,142168,1184.73,1
APP102577,49,Male,Married,Bachelor,0,Business,0,115395,757,1,7,146198,60,Business,6.64,Semiurban,No,0.253,171198,2436.63,1
APP102578,41,Male,Married,Bachelor,0,Salaried,16,37192,660,2,8,16394,36,Education,8.73,Rural,Yes,0.147,66394,455.39,1
APP102579,59,Male,Married,Bachelor,0,Salaried,11,61844,695,1,7,219260,120,Education,7.44,Semiurban,No,0.355,244260,1827.17,1
APP102580,42,Male,Married,High School,1,Salaried,0,51792,679,0,8,159029,120,Education,8.41,Rural,No,0.307,159029,1325.24,1
APP102581,42,Female,Married,Master,1,Salaried,3,82885,613,2,1,185695,12,Home,8.12,Rural,Yes,2.24,235695,15474.58,0
APP102582,37,Male,Divorced,Bachelor,0,Salaried,4,37602,642,1,11,215276,24,Medical,9.33,Semiurban,Yes,2.863,240276,8969.83,0
APP102583,52,Male,Married,PhD,2,Self-Employed,4,148749,706,1,13,159668,36,Home,6.68,Semiurban,No,0.358,184668,4435.22,1
APP102584,51,Male,Single,Bachelor,2,Salaried,9,57866,714,3,11,176487,120,Auto,7.81,Rural,Yes,0.305,251487,1470.72,1
APP102585,30,Male,Single,High School,0,Self-Employed,2,15000,850,0,10,32366,120,Home,5.32,Semiurban,No,0.216,32366,269.72,1
APP102586,22,Male,Single,Bachelor,1,Salaried,14,35416,641,1,3,83570,12,Business,10.6,Urban,Yes,2.36,108570,6964.17,0
APP102587,35,Female,Single,High School,3,Business,14,99779,813,1,0,156801,60,Auto,6.06,Urban,No,0.314,181801,2613.35,1
APP102588,28,Male,Married,High School,1,Business,11,101963,611,0,12,164856,60,Home,9.51,Urban,Yes,0.323,164856,2747.6,1
APP102589,37,Male,Single,High School,0,Business,8,76810,719,2,8,182056,36,Home,6.99,Semiurban,No,0.79,232056,5057.11,0
APP102590,52,Male,Single,Bachelor,0,Salaried,13,79601,694,1,8,262483,60,Home,8.84,Urban,No,0.659,287483,4374.72,1
APP102591,32,Male,Single,Bachelor,0,Salaried,6,40542,669,1,9,142463,36,Business,8.52,Urban,No,1.171,167463,3957.31,0
APP102592,37,Male,Married,High School,0,Unemployed,0,15000,679,2,9,179031,36,Business,7.67,Semiurban,No,3.978,229031,4973.08,0
APP102593,38,Female,Married,Bachelor,2,Salaried,15,90884,630,0,11,154719,36,Home,9.55,Rural,No,0.567,154719,4297.75,1
APP102594,48,Male,Married,Bachelor,0,Salaried,9,70647,752,1,7,130022,240,Home,5.1,Semiurban,No,0.092,155022,541.76,1
APP102595,21,Male,Married,Master,0,Salaried,3,80110,612,2,0,133133,120,Education,9.84,Urban,No,0.166,183133,1109.44,1
APP102596,30,Male,Single,Bachelor,0,Self-Employed,5,66395,705,2,11,87257,120,Personal,7.12,Rural,No,0.131,137257,727.14,1
APP102597,40,Female,Divorced,Bachelor,2,Salaried,3,89361,740,1,10,140639,120,Education,6.87,Semiurban,No,0.157,165639,1171.99,1
APP102598,52,Male,Married,High School,0,Self-Employed,20,73962,790,1,1,132489,24,Business,8.19,Semiurban,Yes,0.896,157489,5520.38,1
APP102599,32,Female,Single,Master,0,Self-Employed,8,118937,757,0,2,137864,120,Education,6.37,Semiurban,No,0.116,137864,1148.87,1
APP102600,21,Male,Married,Bachelor,1,Salaried,8,61656,725,2,12,10647,24,Home,8.29,Semiurban,No,0.086,60647,443.62,1
APP102601,45,Female,Married,Master,1,Salaried,12,66405,628,1,13,142084,120,Personal,10.49,Rural,No,0.214,167084,1184.03,1
APP102602,30,Male,Married,High School,0,Salaried,0,54127,617,1,0,79835,60,Home,10.51,Rural,No,0.295,104835,1330.58,0
APP102603,23,Male,Married,Bachelor,0,Salaried,14,32452,588,0,10,145051,24,Business,10.61,Semiurban,No,2.235,145051,6043.79,0
APP102604,30,Male,Single,Bachelor,2,Salaried,4,37635,581,1,6,62418,36,Personal,9.27,Urban,No,0.553,87418,1733.83,0
APP102605,35,Male,Single,High School,4,Salaried,18,16605,679,0,8,153994,36,Auto,7.77,Urban,No,3.091,153994,4277.61,0
APP102606,30,Female,Single,Bachelor,0,Self-Employed,6,109056,621,3,8,126242,60,Home,8.41,Semiurban,No,0.232,201242,2104.03,1
APP102607,21,Female,Single,PhD,0,Self-Employed,14,80608,775,2,4,99897,60,Education,6.15,Urban,No,0.248,149897,1664.95,1
APP102608,48,Male,Single,Bachelor,0,Salaried,0,70100,633,0,11,173146,120,Business,9.0,Rural,No,0.247,173146,1442.88,1
APP102609,53,Female,Divorced,PhD,2,Self-Employed,0,109173,687,1,4,180038,36,Personal,7.35,Urban,No,0.55,205038,5001.06,1
APP102610,45,Female,Single,High School,1,Self-Employed,6,111248,658,1,11,146055,60,Business,9.39,Rural,No,0.263,171055,2434.25,1
APP102611,24,Female,Married,Bachelor,2,Salaried,0,71047,567,2,12,195503,60,Auto,10.17,Semiurban,No,0.55,245503,3258.38,1
APP102612,35,Male,Married,Bachelor,2,Salaried,11,15000,767,2,3,116936,12,Auto,6.3,Semiurban,Yes,7.796,166936,9744.67,0
APP102613,37,Male,Married,Bachelor,3,Business,9,134078,735,4,3,181996,36,Business,5.73,Urban,No,0.452,281996,5055.44,1
APP102614,45,Male,Divorced,PhD,3,Self-Employed,2,96616,744,0,8,146622,120,Business,7.19,Urban,Yes,0.152,146622,1221.85,1
APP102615,46,Female,Married,High School,2,Self-Employed,7,46180,727,0,15,70053,60,Home,7.37,Urban,No,0.303,70053,1167.55,1
APP102616,29,Male,Divorced,Master,1,Salaried,12,56143,619,1,5,85891,36,Education,9.02,Semiurban,No,0.51,110891,2385.86,1
APP102617,38,Male,Married,Bachelor,0,Business,0,97335,620,2,5,243232,24,Personal,9.98,Rural,No,1.249,293232,10134.67,0
APP102618,43,Male,Divorced,High School,1,Self-Employed,0,54232,716,0,9,276107,12,Business,7.8,Semiurban,No,5.091,276107,23008.92,0
